Date,Description,Amount,Transaction Type,Category,Account Name
05/03/2018,Valero,1.75,debit,Home Improvement,Platinum Card
03/01/2019,Grocery Store,1.75,debit,Restaurants,Silver Card
07/09/2018,Barbershop,166.96,debit,Shopping,Platinum Card
04/20/2018,Credit Card Payment,1715.62,credit,Paycheck,Checking
12/21/2018,Amazon,1.75,debit,Shopping,Platinum Card
06/12/2018,Seafood Restaurant,1.75,debit,Groceries,Checking
10/28/2018,BP,174.71,debit,Shopping,Silver Card
02/19/2019,Fancy Restaurant,178.79,debit,Electronics & Software,Platinum Card
04/24/2018,Amazon,163.57,debit,Shopping,Platinum Card
05/15/2019,Amazon,175.49,debit,Restaurants,Platinum Card
12/21/2018,Netflix,1.75,debit,Credit Card Payment,Platinum Card
06/27/2018,Grocery Store,1.75,debit,Movies & DVDs,Platinum Card
04/18/2019,Phone Company,96.41,debit,Auto Insurance,Platinum Card
06/14/2018,BP,200.41,debit,Alcohol & Bars,Silver Card
03/15/2019,American Tavern,132.84,credit,Credit Card Payment,Checking
08/18/2018,Starbucks,41.92,debit,Utilities,Checking
01/10/2018,Credit Card Payment,31.92,debit,Mobile Phone,Silver Card
02/28/2019,Credit Card Payment,2848.47,credit,Credit Card Payment,Checking
12/11/2018,Grocery Store,151.34,debit,Auto Insurance,Platinum Card
11/26/2018,Starbucks,186.87,debit,Restaurants,Platinum Card
07/09/2018,Hardware Store,1.75,debit,Groceries,Platinum Card
05/04/2018,Conoco,186.44,debit,Internet,Silver Card
06/13/2019,Credit Card Payment,3347.48,credit,Paycheck,Checking
01/05/2019,Biweekly Paycheck,2570.65,credit,Credit Card Payment,Checking
03/03/2018,Credit Card Payment,198.36,debit,Credit Card Payment,Checking
06/27/2018,Pizza Place,1.75,debit,Shopping,Platinum Card
04/14/2018,Biweekly Paycheck,59.4,debit,Credit Card Payment,Checking
12/18/2018,Sheetz,1.75,debit,Internet,Platinum Card
05/11/2018,Biweekly Paycheck,3363.83,credit,Paycheck,Checking
01/16/2018,Sheetz,179.4,debit,Restaurants,Checking
04/19/2019,Credit Card Payment,3292.88,credit,Paycheck,Checking
10/22/2018,Amazon,181.76,debit,Shopping,Silver Card
05/14/2018,Credit Card Payment,1179.67,debit,Credit Card Payment,Silver Card
08/05/2019,Circle K,3310.91,debit,Restaurants,Checking
08/27/2018,Latin Restaurant,1.75,debit,Gas & Fuel,Checking
08/27/2018,Gas Station,97.65,debit,Auto Insurance,Checking
03/05/2019,Chevron,1.75,debit,Gas & Fuel,Silver Card
08/31/2018,Power Company,1.75,debit,Groceries,Platinum Card
12/22/2018,Credit Card Payment,165.35,debit,Television,Platinum Card
09/02/2018,Netflix,185.99,debit,Gas & Fuel,Platinum Card
05/03/2018,Italian Restaurant,195.66,debit,Movies & DVDs,Platinum Card
04/28/2018,Spotify,166.44,debit,Gas & Fuel,Platinum Card
04/24/2018,Liquor Store,195.76,debit,Music,Platinum Card
03/14/2019,Chevron,2.63,debit,Credit Card Payment,Platinum Card
02/13/2019,Shell,200.32,debit,Restaurants,Checking
06/27/2018,City Water Charges,1.75,debit,Groceries,Silver Card
04/24/2018,Spotify,34.92,debit,Restaurants,Platinum Card
02/26/2018,Biweekly Paycheck,1.75,debit,Paycheck,Checking
06/04/2018,Best Buy,187.57,debit,Groceries,Platinum Card
09/02/2018,BP,143.88,debit,Shopping,Platinum Card
04/25/2018,Phone Company,159.85,debit,Home Improvement,Platinum Card
11/08/2018,Starbucks,149.91,debit,Shopping,Platinum Card
10/10/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
03/05/2019,Biweekly Paycheck,3104.51,credit,Paycheck,Checking
06/03/2018,Chevron,193.12,debit,Utilities,Silver Card
07/11/2018,Mike's Construction Co.,1.75,debit,Groceries,Checking
01/12/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Silver Card
05/02/2019,Italian Restaurant,105.42,debit,Television,Platinum Card
01/16/2019,Grocery Store,1.75,debit,Utilities,Platinum Card
01/18/2019,Liquor Store,73.12,debit,Internet,Checking
03/23/2019,Biweekly Paycheck,1.75,debit,Electronics & Software,Checking
10/04/2018,Shell,190.5,debit,Restaurants,Platinum Card
06/27/2018,Gas Company,199.26,debit,Groceries,Platinum Card
04/24/2018,Biweekly Paycheck,2128.06,credit,Credit Card Payment,Checking
05/05/2018,Grocery Store,200.8,debit,Groceries,Silver Card
08/16/2019,Starbucks,193.47,debit,Gas & Fuel,Silver Card
11/03/2018,Shell,1.75,debit,Television,Platinum Card
12/06/2018,Shell,199.02,debit,Mobile Phone,Platinum Card
02/15/2019,Barbershop,200.74,debit,Shopping,Platinum Card
01/09/2018,Amazon,193.2,debit,Alcohol & Bars,Silver Card
11/03/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
06/22/2018,Thai Restaurant,169.94,debit,Shopping,Platinum Card
11/14/2018,Credit Card Payment,195.81,debit,Television,Platinum Card
09/22/2018,Pizza Place,54.97,debit,Home Improvement,Platinum Card
10/02/2018,Biweekly Paycheck,186.98,credit,Utilities,Checking
02/14/2018,Gas Company,147.03,debit,Fast Food,Platinum Card
01/18/2019,Best Buy,200.64,debit,Haircut,Silver Card
05/03/2018,State Farm,36.39,debit,Restaurants,Checking
06/10/2018,Hawaiian Grill,200.79,debit,Utilities,Checking
04/16/2018,Internet Service Provider,694.78,credit,Paycheck,Checking
12/26/2018,Brunch Restaurant,1.75,debit,Restaurants,Platinum Card
01/23/2018,Grocery Store,12.77,debit,Shopping,Platinum Card
11/08/2018,Power Company,166.1,debit,Restaurants,Platinum Card
04/23/2018,Chick-Fil-A,45.39,debit,Groceries,Platinum Card
06/23/2018,American Tavern,182.35,debit,Paycheck,Checking
06/26/2018,Sheetz,1.75,debit,Electronics & Software,Platinum Card
06/15/2018,Target,66.12,debit,Gas & Fuel,Silver Card
01/13/2018,Mediterranean Restaurant,172.5,debit,Groceries,Platinum Card
05/28/2018,Roadside Diner,1.75,debit,Groceries,Silver Card
08/06/2019,Netflix,1.75,debit,Fast Food,Platinum Card
04/23/2018,Pizza Place,93.18,debit,Restaurants,Platinum Card
01/12/2018,Circle K,1.75,debit,Restaurants,Silver Card
08/31/2018,Mortgage Payment,112.08,debit,Mortgage & Rent,Checking
01/15/2019,Amazon,1.75,debit,Credit Card Payment,Silver Card
01/02/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
01/21/2019,Biweekly Paycheck,200.69,debit,Paycheck,Checking
08/31/2018,Shell,87.63,debit,Television,Platinum Card
05/14/2018,Biweekly Paycheck,1.75,debit,Credit Card Payment,Platinum Card
05/09/2019,Grocery Store,197.12,debit,Restaurants,Platinum Card
01/21/2019,Credit Card Payment,882.02,credit,Credit Card Payment,Checking
08/04/2018,Amazon,1.75,debit,Gas & Fuel,Platinum Card
01/16/2019,New York Deli,123.31,debit,Coffee Shops,Platinum Card
12/01/2018,Shell,1.75,debit,Groceries,Platinum Card
06/04/2018,BBQ Restaurant,193.97,debit,Shopping,Platinum Card
07/18/2018,Circle K,114.61,debit,Groceries,Checking
01/21/2019,Netflix,800.96,debit,Haircut,Checking
03/03/2018,Credit Card Payment,184.44,debit,Paycheck,Checking
01/03/2019,Grocery Store,126.43,debit,Utilities,Platinum Card
07/14/2018,Biweekly Paycheck,1790.03,debit,Utilities,Silver Card
05/15/2018,Movie Theater,183.77,debit,Groceries,Silver Card
06/09/2018,Phone Company,805.5,debit,Paycheck,Silver Card
11/05/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
03/07/2018,Biweekly Paycheck,3323.47,debit,Paycheck,Silver Card
04/16/2018,Belgian Restaurant,23.98,debit,Movies & DVDs,Silver Card
04/30/2018,Mortgage Payment,1.75,debit,Restaurants,Platinum Card
12/09/2018,Bojangles,1.75,debit,Restaurants,Platinum Card
01/15/2018,Mexican Restaurant,189.1,debit,Alcohol & Bars,Platinum Card
04/11/2018,Conoco,115.1,debit,Groceries,Silver Card
04/02/2018,Barbershop,1.75,debit,Restaurants,Platinum Card
06/16/2018,Credit Card Payment,1.75,debit,Home Improvement,Checking
06/09/2018,Brewing Company,23.49,debit,Restaurants,Platinum Card
01/13/2018,Movie Theater,1.75,debit,Home Improvement,Platinum Card
08/27/2018,Grocery Store,196.83,debit,Restaurants,Silver Card
10/16/2018,BP,1.75,debit,Restaurants,Platinum Card
06/18/2018,Exxon,1.75,debit,Restaurants,Platinum Card
06/04/2018,Power Company,1.75,debit,Mortgage & Rent,Platinum Card
03/18/2019,Mortgage Payment,174.12,debit,Gas & Fuel,Platinum Card
01/15/2019,Belgian Restaurant,111.7,debit,Shopping,Platinum Card
04/23/2018,Biweekly Paycheck,1.75,credit,Credit Card Payment,Checking
06/21/2018,Credit Card Payment,2353.67,debit,Credit Card Payment,Checking
05/02/2018,Credit Card Payment,1.75,debit,Mobile Phone,Platinum Card
08/06/2018,Brunch Restaurant,1.75,debit,Haircut,Platinum Card
05/02/2019,Roadside Diner,1.75,debit,Mortgage & Rent,Platinum Card
05/30/2019,Biweekly Paycheck,932.46,credit,Credit Card Payment,Checking
04/25/2019,Shell,150.47,debit,Gas & Fuel,Silver Card
05/03/2018,Barbershop,1.75,debit,Restaurants,Checking
01/18/2019,Sheetz,1.75,debit,Restaurants,Platinum Card
08/06/2019,Chevron,59.06,debit,Auto Insurance,Platinum Card
07/09/2018,Pizza Place,1.75,debit,Home Improvement,Silver Card
01/10/2018,Netflix,190.91,debit,Credit Card Payment,Platinum Card
01/03/2019,Shell,1.75,debit,Gas & Fuel,Platinum Card
06/02/2018,QuikTrip,133.45,debit,Haircut,Platinum Card
09/04/2018,Amazon,107.47,debit,Internet,Silver Card
04/01/2018,Grocery Store,65.22,debit,Coffee Shops,Platinum Card
03/29/2018,Chili's,93.72,debit,Shopping,Silver Card
05/07/2019,Thai Restaurant,199.76,debit,Groceries,Silver Card
01/21/2019,Sushi Restaurant,1.75,debit,Mortgage & Rent,Platinum Card
05/21/2018,Biweekly Paycheck,1274.88,debit,Credit Card Payment,Checking
03/23/2019,Biweekly Paycheck,2271.47,credit,Paycheck,Checking
04/03/2018,Grocery Store,172.08,debit,Home Improvement,Checking
04/02/2018,Barbershop,1.75,debit,Shopping,Platinum Card
04/15/2019,American Tavern,69.71,debit,Internet,Platinum Card
01/01/2018,Credit Card Payment,834.23,credit,Credit Card Payment,Checking
04/28/2018,Shell,199.76,debit,Groceries,Checking
01/03/2019,Credit Card Payment,2807.72,credit,Paycheck,Platinum Card
01/03/2019,Hardware Store,122.07,debit,Movies & DVDs,Silver Card
06/06/2019,Biweekly Paycheck,146.88,credit,Credit Card Payment,Silver Card
04/23/2018,Hardware Store,1.75,debit,Credit Card Payment,Platinum Card
04/01/2018,Bojangles,154.44,debit,Fast Food,Checking
01/18/2019,State Farm,89.19,debit,Haircut,Checking
05/15/2018,Power Company,196.06,debit,Internet,Silver Card
09/12/2019,Chick-Fil-A,192.55,debit,Restaurants,Silver Card
04/02/2018,Tiny Deli,80.2,debit,Restaurants,Checking
01/06/2018,BP,177.62,debit,Movies & DVDs,Platinum Card
01/24/2019,Shell,184.48,credit,Paycheck,Checking
04/03/2018,Greek Restaurant,1.75,debit,Mobile Phone,Checking
07/08/2018,Fancy Restaurant,189.26,debit,Fast Food,Silver Card
07/21/2018,Seafood Restaurant,193.23,debit,Music,Platinum Card
08/14/2019,Movie Theater,141.34,debit,Utilities,Checking
01/16/2019,Amazon,121.04,debit,Shopping,Platinum Card
01/18/2019,Biweekly Paycheck,3332.81,credit,Paycheck,Checking
05/21/2018,Blue Sky Market,146.15,debit,Restaurants,Platinum Card
01/16/2018,Power Company,1.75,debit,Movies & DVDs,Platinum Card
04/24/2018,Internet Service Provider,21.07,debit,Shopping,Platinum Card
11/26/2018,Roadside Diner,177.06,debit,Credit Card Payment,Silver Card
01/14/2019,Conoco,197.31,debit,Credit Card Payment,Checking
01/22/2018,Starbucks,1.75,debit,Shopping,Platinum Card
08/04/2018,Brewing Company,1.75,debit,Groceries,Platinum Card
02/05/2019,Biweekly Paycheck,1.75,credit,Paycheck,Checking
08/22/2018,Biweekly Paycheck,2147.78,credit,Paycheck,Checking
07/01/2019,Shell,78.89,debit,Restaurants,Checking
01/15/2019,Seafood Restaurant,130.45,debit,Restaurants,Platinum Card
04/06/2018,BP,124.77,debit,Groceries,Platinum Card
07/11/2018,Hardware Store,184.48,debit,Home Improvement,Silver Card
03/02/2018,Biweekly Paycheck,2323.35,credit,Paycheck,Checking
07/11/2018,Biweekly Paycheck,3214.07,debit,Restaurants,Checking
04/26/2018,Irish Pub,1.75,debit,Utilities,Platinum Card
07/06/2018,Belgian Restaurant,1.75,debit,Alcohol & Bars,Silver Card
05/29/2018,Grocery Store,1.75,debit,Movies & DVDs,Platinum Card
01/16/2018,Amazon,119.75,debit,Mortgage & Rent,Platinum Card
01/05/2018,Credit Card Payment,161.85,debit,Alcohol & Bars,Platinum Card
07/02/2018,Credit Card Payment,1.75,debit,Credit Card Payment,Platinum Card
04/22/2019,Biweekly Paycheck,1988.93,credit,Credit Card Payment,Checking
10/09/2018,Internet Service Provider,152.08,debit,Fast Food,Platinum Card
03/08/2018,Roadside Diner,1829.94,debit,Groceries,Platinum Card
06/12/2019,Barbershop,1.75,debit,Credit Card Payment,Checking
05/29/2018,Grocery Store,170.43,debit,Restaurants,Platinum Card
01/01/2018,Mortgage Payment,48.15,debit,Credit Card Payment,Platinum Card
09/07/2018,Gas Station,2142.95,debit,Home Improvement,Platinum Card
10/16/2018,Credit Card Payment,129.73,credit,Credit Card Payment,Checking
09/07/2018,Internet Service Provider,187.84,debit,Restaurants,Platinum Card
10/16/2018,Irish Restaurant,1.75,debit,Restaurants,Platinum Card
06/26/2018,Spotify,37.35,debit,Restaurants,Platinum Card
02/21/2019,Chevron,181.56,debit,Electronics & Software,Checking
02/15/2019,Credit Card Payment,1925.13,debit,Credit Card Payment,Checking
02/21/2018,Movie Theater,200.18,debit,Music,Platinum Card
04/24/2018,Grocery Store,1827.29,debit,Gas & Fuel,Silver Card
06/12/2019,Barbershop,89.23,debit,Fast Food,Checking
07/04/2018,Starbucks,1.75,debit,Internet,Platinum Card
12/06/2018,Shell,195.25,debit,Home Improvement,Silver Card
01/10/2019,Chick-Fil-A,3029.74,credit,Paycheck,Checking
05/19/2018,Starbucks,182.62,debit,Paycheck,Checking
08/04/2018,Grocery Store,197.37,debit,Music,Platinum Card
03/02/2018,Biweekly Paycheck,3363.36,credit,Credit Card Payment,Checking
03/04/2019,Chili's,186.3,debit,Home Improvement,Silver Card
10/28/2018,Brunch Restaurant,279.59,debit,Gas & Fuel,Platinum Card
08/04/2018,Seafood Restaurant,1.75,debit,Shopping,Platinum Card
03/14/2019,Fancy Restaurant,127.41,debit,Gas & Fuel,Checking
06/22/2018,Credit Card Payment,196.37,debit,Credit Card Payment,Silver Card
01/05/2019,Biweekly Paycheck,2231.05,credit,Credit Card Payment,Checking
08/20/2018,Brewing Company,109.61,debit,Groceries,Platinum Card
07/08/2018,Spotify,452.71,debit,Movies & DVDs,Checking
04/02/2018,Credit Card Payment,1227.45,credit,Credit Card Payment,Silver Card
04/23/2018,Mortgage Payment,1.75,debit,Mobile Phone,Silver Card
07/09/2018,Spotify,181.06,debit,Coffee Shops,Platinum Card
03/15/2019,Biweekly Paycheck,2225.36,debit,Paycheck,Checking
01/16/2018,Credit Card Payment,1509.55,credit,Credit Card Payment,Checking
04/25/2018,New York Deli,1833.11,credit,Credit Card Payment,Platinum Card
04/27/2018,Spotify,174.18,debit,Alcohol & Bars,Platinum Card
07/28/2019,Biweekly Paycheck,3307.76,credit,Credit Card Payment,Checking
01/18/2019,Biweekly Paycheck,3231.72,credit,Paycheck,Checking
02/16/2019,Biweekly Paycheck,601.31,debit,Paycheck,Checking
01/02/2019,Italian Restaurant,199.81,debit,Groceries,Silver Card
02/04/2018,Italian Restaurant,1.75,debit,Restaurants,Platinum Card
08/11/2018,Netflix,1.75,debit,Internet,Platinum Card
11/08/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
03/02/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
05/25/2018,Brewing Company,1.75,debit,Gas & Fuel,Platinum Card
05/12/2018,Chili's,96.45,debit,Utilities,Checking
07/15/2018,Credit Card Payment,3346.33,credit,Credit Card Payment,Checking
09/02/2018,Grocery Store,175.87,debit,Restaurants,Silver Card
04/27/2018,Credit Card Payment,2177.88,credit,Credit Card Payment,Checking
05/21/2018,Spotify,200.31,debit,Entertainment,Platinum Card
01/15/2019,Biweekly Paycheck,1.75,debit,Credit Card Payment,Checking
01/10/2018,Biweekly Paycheck,495.48,credit,Credit Card Payment,Platinum Card
11/08/2018,Internet Service Provider,1.75,debit,Shopping,Platinum Card
05/15/2018,BBQ Restaurant,198.93,debit,Restaurants,Platinum Card
04/27/2018,Latin Restaurant,196.84,debit,Music,Platinum Card
04/16/2018,Netflix,180.51,debit,Home Improvement,Silver Card
03/02/2018,Hawaiian Grill,1.75,debit,Mortgage & Rent,Checking
05/14/2019,Amazon,1.75,debit,Groceries,Platinum Card
06/02/2018,Internet Service Provider,2022.6,debit,Electronics & Software,Platinum Card
05/19/2018,State Farm,1.75,debit,Auto Insurance,Platinum Card
08/24/2018,Amazon,1.75,debit,Shopping,Platinum Card
07/10/2018,New York Deli,1.75,debit,Utilities,Silver Card
01/22/2018,Phone Company,1.75,debit,Restaurants,Silver Card
01/11/2018,Biweekly Paycheck,2043.96,credit,Paycheck,Checking
04/29/2018,Hardware Store,144.53,debit,Restaurants,Platinum Card
09/01/2018,Amazon,133.42,debit,Restaurants,Platinum Card
01/18/2019,Netflix,35.31,debit,Coffee Shops,Platinum Card
07/04/2018,Biweekly Paycheck,2232.94,credit,Credit Card Payment,Checking
04/24/2018,Seafood Restaurant,1.75,debit,Groceries,Platinum Card
07/15/2018,Mexican Restaurant,1.75,debit,Gas & Fuel,Platinum Card
07/31/2018,Spotify,160.59,debit,Gas & Fuel,Silver Card
04/04/2018,City Water Charges,163.78,debit,Auto Insurance,Platinum Card
08/31/2019,Credit Card Payment,192.59,debit,Music,Platinum Card
01/16/2018,Target,1.75,debit,Gas & Fuel,Platinum Card
06/03/2018,Biweekly Paycheck,3357.42,credit,Credit Card Payment,Checking
05/10/2018,Biweekly Paycheck,200.6,debit,Mortgage & Rent,Checking
09/02/2018,Liquor Store,1.75,debit,Music,Silver Card
04/28/2018,Grocery Store,195.99,debit,Coffee Shops,Platinum Card
08/15/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
02/27/2018,Grocery Store,23.1,debit,Restaurants,Platinum Card
09/23/2019,Biweekly Paycheck,3352.4,credit,Paycheck,Checking
01/05/2019,Biweekly Paycheck,1.75,credit,Paycheck,Platinum Card
04/02/2018,Spotify,9.92,debit,Alcohol & Bars,Platinum Card
11/06/2018,Amazon,200.8,debit,Coffee Shops,Platinum Card
03/12/2019,State Farm,1186.82,debit,Gas & Fuel,Platinum Card
08/06/2018,Amazon,31.04,debit,Groceries,Silver Card
08/01/2018,Fancy Restaurant,1.75,debit,Restaurants,Platinum Card
07/08/2018,Spotify,1.75,debit,Shopping,Platinum Card
03/04/2019,Bakery Place,1839.59,credit,Paycheck,Checking
09/28/2018,Mortgage Payment,1.75,debit,Utilities,Platinum Card
04/09/2018,Internet Service Provider,197.32,debit,Utilities,Platinum Card
04/02/2018,Mortgage Payment,98.39,debit,Credit Card Payment,Platinum Card
06/06/2018,Fancy Restaurant,83.54,debit,Groceries,Platinum Card
04/06/2018,Blue Sky Market,161.3,debit,Groceries,Platinum Card
10/28/2018,State Farm,1.75,debit,Restaurants,Platinum Card
11/03/2018,Chili's,54.65,debit,Haircut,Silver Card
06/21/2018,City Water Charges,193.46,debit,Restaurants,Silver Card
12/01/2018,Biweekly Paycheck,57.26,debit,Paycheck,Platinum Card
02/10/2018,Credit Card Payment,1456.68,debit,Credit Card Payment,Platinum Card
08/30/2018,Thai Restaurant,177.29,debit,Restaurants,Silver Card
11/08/2018,Best Buy,1.75,debit,Restaurants,Platinum Card
03/05/2019,Credit Card Payment,754.04,credit,Paycheck,Checking
08/15/2018,Netflix,179.3,debit,Groceries,Platinum Card
05/03/2018,Barbershop,190.0,debit,Shopping,Platinum Card
03/18/2019,Credit Card Payment,1878.25,credit,Credit Card Payment,Checking
04/02/2018,Biweekly Paycheck,1543.33,credit,Credit Card Payment,Checking
08/08/2019,Valero,85.19,debit,Internet,Checking
01/19/2018,Italian Restaurant,54.54,debit,Utilities,Platinum Card
06/22/2018,Mexican Restaurant,199.9,debit,Restaurants,Platinum Card
03/09/2019,Credit Card Payment,2031.9,debit,Credit Card Payment,Checking
06/14/2018,Netflix,120.41,debit,Fast Food,Platinum Card
06/23/2018,Spotify,180.28,debit,Alcohol & Bars,Platinum Card
04/25/2018,Spotify,2222.18,debit,Utilities,Platinum Card
11/26/2018,Brewing Company,1.75,debit,Mobile Phone,Platinum Card
03/08/2018,Credit Card Payment,815.41,credit,Credit Card Payment,Checking
05/09/2019,American Tavern,1.75,debit,Mortgage & Rent,Silver Card
06/20/2018,Credit Card Payment,2204.17,credit,Paycheck,Checking
03/22/2019,Biweekly Paycheck,3277.79,credit,Paycheck,Checking
01/18/2019,Credit Card Payment,13.24,credit,Credit Card Payment,Checking
04/11/2018,Greek Restaurant,1.75,debit,Restaurants,Platinum Card
03/08/2018,Internet Service Provider,199.69,debit,Gas & Fuel,Checking
